egoid,hs_1,hssex_1,hsgrade_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1,major1rc_2,major2rc_2,degreeintent_2,majorevent_2,major1rc_3,major2rc_3,degreeintent_3,majorevent_3,major1rc_4,major2rc_4,majorevent_4,major1rc_5,major2rc_5,degreeintent_5,majorevent_5,major1rc_6,major2rc_6,degreeintent_6,majorevent_6,majorevent_7,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
85453,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,11100.0,11300.0,43100.0,21100.0,43200.0,Yes,,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,303.0,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
19827,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,13200.0,16100.0,45100.0,No,,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,,,,,,,,,,,,,
31121,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,,,,11300.0,11300.0,11300.0,43100.0,,Yes,,305.0,302.0,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,no,,,,
38683,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",,,13200.0,16900.0,13200.0,45100.0,,Yes,no,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,501.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,
82918,Private independent college-prep school,A mixture of boys and girls,A-,A-,3-4,3-4,J.D. (Law),403.0,111.0,21300.0,25200.0,45900.0,43900.0,43400.0,Yes,yes,,,,,,,,,,,,,,,,,,,,,109.0,,"Bachelor's degree (B.A., B.S., etc.)",
43382,Private religious/parochial school,Same sex- male,A-,A-,5 or more,5 or more,Ph.D or Ed.D.,309.0,508.0,13200.0,45100.0,42100.0,49999.0,41900.0,No,no,306.0,309.0,Ph.D or Ed.D.,yes,306.0,,Ph.D or Ed.D.,yes,306.0,,no,306.0,137.0,Ph.D or Ed.D.,no,,,,,no,,,,
44344,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,11300.0,45100.0,44900.0,41200.0,45100.0,Yes,,102.0,110.0,J.D. (Law),yes,128.0,,J.D. (Law),no,128.0,,yes,128.0,,J.D. (Law),no,128.0,,J.D. (Law),no,yes,,,,
94215,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45200.0,45100.0,45100.0,11300.0,12900.0,Yes,,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,302.0,,no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no
80675,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,506.0,305.0,12200.0,45100.0,12200.0,15100.0,15100.0,Yes,no,403.0,501.0,Ph.D or Ed.D.,yes,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,
57144,Private independent college-prep school,A mixture of boys and girls,B+,B+,5 or more,1-2,,,,11300.0,43100.0,43400.0,43700.0,43500.0,No,,,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,
94662,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,,,,44300.0,43100.0,45200.0,44200.0,12900.0,Yes,,501.0,,"Bachelor's degree (B.A., B.S., etc.)",no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,501.0,,Ph.D or Ed.D.,no,,,,,
98700,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",511.0,106.0,43100.0,12900.0,11300.0,49999.0,43500.0,No,no,511.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,511.0,,Ph.D or Ed.D.,no,no,511.0,,Ph.D or Ed.D.,no
44675,Public charter school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",510.0,135.0,13200.0,45100.0,13200.0,16100.0,21100.0,No,no,,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,,,,,
33341,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,506.0,21200.0,43100.0,45100.0,44200.0,41200.0,No,no,507.0,111.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
37396,Private religious/parochial school,A mixture of boys and girls,A-,A-,1-2,3-4,,,,43100.0,42200.0,13200.0,13200.0,13200.0,Yes,,406.0,129.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
65072,Private independent college-prep school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,404.0,13200.0,13200.0,43900.0,41200.0,43100.0,Yes,no,403.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,300.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
37148,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",306.0,305.0,11300.0,45100.0,45100.0,45100.0,45100.0,Yes,no,306.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
11910,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",106.0,401.0,13200.0,44200.0,61900.0,43400.0,,No,no,401.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,401.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,
75438,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",401.0,403.0,11300.0,11300.0,21300.0,45100.0,43100.0,Yes,no,400.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,401.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,401.0,106.0,no,402.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,402.0,,"Master's Degree (M.A., M.S., MBA, etc.)",
99733,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,,11300.0,45100.0,45100.0,43100.0,42200.0,Yes,no,309.0,302.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,yes,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no
27407,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,310.0,45100.0,41100.0,11300.0,11300.0,12900.0,No,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
14250,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,,11300.0,45100.0,43600.0,43100.0,43500.0,Yes,no,400.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,401.0,,no,,,,,,,,,,401.0,,"Master's Degree (M.A., M.S., MBA, etc.)",
43794,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",300.0,506.0,11300.0,43500.0,45100.0,45100.0,45100.0,Yes,yes,309.0,302.0,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no
73918,Home school,Not applicable,A or A+,A or A+,Not offered at my high school,Not offered at my high school,Ph.D or Ed.D.,506.0,123.0,45100.0,21100.0,45100.0,,,Yes,no,,,,,,,,,,,,,,,,,,,,,506.0,123.0,Ph.D or Ed.D.,yes
60216,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",,,13200.0,45200.0,42200.0,13200.0,43400.0,No,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,302.0,,no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,
28681,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,17100.0,43100.0,45100.0,17100.0,43100.0,No,,,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
51437,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",,,13200.0,45100.0,43500.0,,,Yes,yes,503.0,135.0,Other,no,503.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,503.0,135.0,no,503.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no,yes,503.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
21932,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,309.0,13200.0,43100.0,25200.0,12100.0,15100.0,No,yes,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,Ph.D or Ed.D.,no,302.0,,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
29733,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,310.0,11300.0,41100.0,43100.0,42100.0,,Yes,no,507.0,128.0,Ph.D or Ed.D.,no,117.0,128.0,Ph.D or Ed.D.,no,,,,,,,,109.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
98206,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,11200.0,45100.0,45100.0,43100.0,12200.0,Yes,,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
36385,Private independent college-prep school,A mixture of boys and girls,A-,A-,Not offered at my high school,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",,,13200.0,13200.0,13200.0,13200.0,61100.0,Yes,no,131.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,"Bachelor's degree (B.A., B.S., etc.)",no,131.0,512.0,yes,116.0,506.0,"Bachelor's degree (B.A., B.S., etc.)",no,116.0,506.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
26651,Private religious/parochial school,Same sex- male,A or A+,A or A+,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,,13200.0,13200.0,43900.0,45100.0,45100.0,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
54030,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",511.0,,43100.0,63900.0,43500.0,41900.0,45100.0,Yes,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,,,,,404.0,,no,404.0,,Ph.D or Ed.D.,yes,404.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
67993,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",131.0,,13200.0,21200.0,43400.0,21100.0,41200.0,Yes,no,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,131.0,,no,131.0,,Ph.D or Ed.D.,no,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
96543,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",304.0,,21100.0,11300.0,13200.0,45100.0,41100.0,No,no,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,304.0,,Ph.D or Ed.D.,no,304.0,,yes,304.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,
49800,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,45200.0,21100.0,21200.0,43900.0,No,,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,507.0,,"Bachelor's degree (B.A., B.S., etc.)",no
29296,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,45100.0,45100.0,45100.0,Yes,,503.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,
11002,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,Ph.D or Ed.D.,503.0,403.0,11300.0,13200.0,46300.0,42900.0,12200.0,No,no,503.0,403.0,Ph.D or Ed.D.,no,503.0,,Ph.D or Ed.D.,no,503.0,112.0,no,,,,,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,
72850,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,41200.0,43500.0,11200.0,44300.0,,Yes,,307.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,307.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,307.0,128.0,no,307.0,128.0,J.D. (Law),no,307.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,
15134,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,1-2,"Bachelor's degree (B.A., B.S., etc.)",309.0,,43600.0,11300.0,12900.0,43800.0,45200.0,No,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
69124,Public charter school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,13200.0,43100.0,45100.0,45100.0,,No,no,,,,,,,,,,,,,,,,,,,,,,,,
42531,Private religious/parochial school,Same sex- female,A-,A-,3-4,3-4,,,,21100.0,21100.0,21300.0,45100.0,46900.0,No,,109.0,110.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,109.0,110.0,no,109.0,110.0,J.D. (Law),yes,,,,,,,,,
34062,Private religious/parochial school,A mixture of boys and girls,b,b,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",507.0,510.0,16900.0,,,,,Yes,no,507.0,,Ph.D or Ed.D.,yes,507.0,,Ph.D or Ed.D.,yes,507.0,,no,507.0,,Ph.D or Ed.D.,yes,507.0,,Ph.D or Ed.D.,no,yes,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no
18111,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",401.0,135.0,43100.0,45100.0,45100.0,41300.0,12900.0,Yes,yes,401.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,135.0,no,401.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no,yes,,,,
42646,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,17100.0,63100.0,13200.0,41200.0,Yes,,507.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,137.0,no,507.0,137.0,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,507.0,137.0,"M.D., D.O., D.D.S., or D.V.M.",no
63922,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,404.0,11300.0,11200.0,45100.0,43100.0,45200.0,Yes,yes,404.0,140.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
59097,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,109.0,13200.0,13200.0,43400.0,41200.0,53200.0,Yes,yes,403.0,401.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",,403.0,402.0,no,402.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,
72912,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,400.0,135.0,21300.0,17100.0,21100.0,43100.0,43900.0,Yes,no,406.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,406.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
91484,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,Ph.D or Ed.D.,510.0,,17100.0,43600.0,21100.0,45100.0,21300.0,No,no,510.0,511.0,"M.D., D.O., D.D.S., or D.V.M.",no,117.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,117.0,,no,,,,,,,,,,,,,
24833,Private religious/parochial school,Same sex- female,A-,A-,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",511.0,503.0,11300.0,12200.0,45100.0,45100.0,42200.0,Yes,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,507.0,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,
21971,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,,,,45100.0,13200.0,43100.0,44200.0,41200.0,Yes,,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes
58654,Private independent college-prep school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,21200.0,21100.0,45200.0,21100.0,21100.0,No,,135.0,123.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
13928,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",128.0,116.0,13200.0,43100.0,45200.0,44200.0,45100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
84502,Private religious/parochial school,Same sex- female,A-,A-,5 or more,5 or more,Ph.D or Ed.D.,128.0,109.0,13200.0,21300.0,42200.0,45100.0,45100.0,Yes,no,,,,,128.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,128.0,109.0,no,109.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,128.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,128.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
64090,Private independent college-prep school,A mixture of boys and girls,A-,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",106.0,400.0,13200.0,13200.0,,,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
52123,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,13200.0,45100.0,42200.0,No,,404.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,406.0,102.0,no,402.0,102.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,402.0,102.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
78783,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,302.0,45100.0,11300.0,11300.0,43500.0,,Yes,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,200.0,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
25197,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,508.0,11300.0,43100.0,45100.0,43700.0,45100.0,Yes,no,109.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,,no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,501.0,,Ph.D or Ed.D.,no,no,501.0,,Ph.D or Ed.D.,yes
35872,Public charter school,A mixture of boys and girls,A or A+,A or A+,3-4,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",510.0,,21200.0,62900.0,45200.0,61200.0,,Yes,no,510.0,,Ph.D or Ed.D.,no,,,,,510.0,,no,510.0,,"M.D., D.O., D.D.S., or D.V.M.",no,510.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
93462,Private religious/parochial school,A mixture of boys and girls,A-,A-,Not offered at my high school,Not offered at my high school,,,,45200.0,21100.0,21100.0,21200.0,21100.0,Yes,,108.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,,,,,
23270,Private religious/parochial school,Same sex- female,A or A+,A or A+,3-4,1-2,"M.D., D.O., D.D.S., or D.V.M.",503.0,507.0,12200.0,12200.0,43100.0,42200.0,12900.0,No,no,129.0,512.0,"M.D., D.O., D.D.S., or D.V.M.",no,512.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,512.0,,no,512.0,,"M.D., D.O., D.D.S., or D.V.M.",no,512.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,512.0,,"M.D., D.O., D.D.S., or D.V.M.",no
69807,Home school,Not applicable,A or A+,A or A+,5 or more,3-4,,,,45100.0,45200.0,12200.0,,,No,,109.0,501.0,J.D. (Law),no,,,,,,,,,,,,109.0,501.0,Ph.D or Ed.D.,no,no,,,,
92716,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",302.0,,13200.0,13200.0,45100.0,45100.0,45100.0,No,no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,302.0,,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,yes,,,,
66061,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,Ph.D or Ed.D.,400.0,109.0,45200.0,11300.0,43100.0,21100.0,62900.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
56058,Public school,A mixture of boys and girls,A-,A-,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,,45100.0,45100.0,42200.0,43100.0,13200.0,No,no,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,
57854,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,,45100.0,13200.0,13200.0,13200.0,43100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
68679,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",511.0,,45100.0,45100.0,42200.0,,,No,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,
90750,Private independent college-prep school,A mixture of boys and girls,A-,A-,5 or more,5 or more,J.D. (Law),110.0,123.0,43100.0,21200.0,25200.0,43500.0,21100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
70125,Private religious/parochial school,Same sex- female,A-,A-,3-4,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",108.0,400.0,13200.0,13200.0,43400.0,25300.0,44900.0,Yes,no,108.0,406.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,108.0,406.0,"Bachelor's degree (B.A., B.S., etc.)",no,108.0,,no,108.0,,Other,no,,,,,,,,,
67192,Public school,A mixture of boys and girls,A-,A-,1-2,1-2,"M.D., D.O., D.D.S., or D.V.M.",503.0,112.0,43100.0,45100.0,45200.0,43100.0,11300.0,Yes,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,507.0,,no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,134.0,,Ph.D or Ed.D.,yes,no,,,,
12029,Other- Please specify,A mixture of boys and girls,A-,A-,Not offered at my high school,Not offered at my high school,,,,,,,,,No,,401.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,"Bachelor's degree (B.A., B.S., etc.)",no,,,no,405.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
70745,Private independent college-prep school,A mixture of boys and girls,B+,B+,3-4,3-4,,,,13200.0,13200.0,42200.0,42200.0,43400.0,Yes,,117.0,128.0,J.D. (Law),no,117.0,,J.D. (Law),no,109.0,112.0,no,117.0,,J.D. (Law),no,117.0,,J.D. (Law),no,yes,117.0,,J.D. (Law),no
