egoid,hs_1,hssex_1,hsgrade_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1,major1rc_2,major2rc_2,degreeintent_2,majorevent_2,major1rc_3,major2rc_3,degreeintent_3,majorevent_3,major1rc_4,major2rc_4,majorevent_4,major1rc_5,major2rc_5,degreeintent_5,majorevent_5,major1rc_6,major2rc_6,degreeintent_6,majorevent_6,majorevent_7,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
25961,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,116.0,63900.0,45100.0,43400.0,45100.0,21100.0,No,yes,,,,,,,,,507.0,,no,,,,,,,,,,,,,
87330,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,43100.0,13200.0,16100.0,41200.0,42200.0,Yes,,131.0,109.0,Ph.D or Ed.D.,no,,,,,131.0,,no,131.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,
92028,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,503.0,507.0,11300.0,11300.0,,,,No,yes,511.0,129.0,Ph.D or Ed.D.,no,511.0,130.0,Ph.D or Ed.D.,yes,,,,,,,,,,,,,,,,
82248,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,43100.0,45100.0,43100.0,43100.0,49999.0,No,,116.0,135.0,J.D. (Law),no,,,,,116.0,135.0,no,116.0,135.0,J.D. (Law),no,116.0,135.0,J.D. (Law),yes,no,116.0,135.0,J.D. (Law),yes
28824,Public charter school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,,45100.0,21100.0,21100.0,41100.0,45100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
11482,Public charter school,A mixture of boys and girls,B+,B+,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",303.0,200.0,13200.0,17100.0,13200.0,43500.0,45100.0,No,no,109.0,134.0,Ph.D or Ed.D.,no,109.0,,Ph.D or Ed.D.,no,109.0,100.0,no,,,,,,,,,,,,,
69936,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,309.0,11300.0,12200.0,45100.0,21100.0,43500.0,Yes,no,302.0,304.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
91320,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,45200.0,43800.0,43500.0,,,No,,403.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,,,,,
37001,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,3-4,,,,11300.0,11300.0,43100.0,43500.0,43900.0,Yes,,400.0,501.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,
70492,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,511.0,43100.0,43600.0,13200.0,13200.0,13200.0,No,yes,511.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,507.0,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes
95543,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,304.0,305.0,21100.0,21100.0,45100.0,11300.0,43500.0,Yes,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no
21380,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,43400.0,51100.0,43400.0,43500.0,43500.0,Yes,,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no
67106,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",303.0,,21100.0,41200.0,21100.0,91300.0,43400.0,Yes,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
25495,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",109.0,,11300.0,45200.0,41200.0,,,Yes,no,109.0,403.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,109.0,403.0,no,109.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,109.0,116.0,"Bachelor's degree (B.A., B.S., etc.)",no
26581,Private independent college-prep school,A mixture of boys and girls,A-,A-,1-2,1-2,J.D. (Law),400.0,117.0,11200.0,11300.0,63100.0,54200.0,46900.0,Yes,yes,400.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
66642,Private religious/parochial school,Same sex- male,A or A+,A or A+,3-4,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,,11100.0,17300.0,45100.0,22100.0,13200.0,Yes,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,309.0,,,,,,,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
83612,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,13200.0,45100.0,45100.0,45900.0,63900.0,Yes,no,503.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no
63954,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,5 or more,,,,43900.0,,,,,No,,401.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
20665,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,305.0,21100.0,45100.0,45100.0,45100.0,45100.0,Yes,no,309.0,305.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
19122,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,309.0,11100.0,43100.0,45100.0,45100.0,43100.0,Yes,no,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,301.0,,no,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,301.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
99978,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,309.0,13200.0,13200.0,45200.0,41200.0,13200.0,Yes,yes,309.0,130.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,309.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,309.0,137.0,no,309.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,yes,309.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
92566,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,110.0,125.0,11300.0,21200.0,45100.0,43100.0,43100.0,Yes,no,110.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,110.0,128.0,no,110.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,110.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,110.0,128.0,Ph.D or Ed.D.,no
39414,Public charter school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,305.0,41200.0,45100.0,63900.0,,,No,no,200.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,200.0,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
35987,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",303.0,,41100.0,13200.0,41200.0,13200.0,54100.0,No,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
66655,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,129.0,117.0,43100.0,45200.0,13200.0,21100.0,21300.0,Yes,no,129.0,134.0,"M.D., D.O., D.D.S., or D.V.M.",no,129.0,134.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,
10547,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",511.0,400.0,13200.0,13200.0,13200.0,45200.0,43100.0,Yes,no,109.0,,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
46373,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",128.0,109.0,11100.0,11300.0,11100.0,43100.0,43100.0,Yes,no,128.0,400.0,"Bachelor's degree (B.A., B.S., etc.)",no,128.0,,"Bachelor's degree (B.A., B.S., etc.)",no,128.0,,no,406.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,406.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
79341,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,13200.0,13200.0,45100.0,43100.0,41200.0,Yes,no,511.0,600.0,"Bachelor's degree (B.A., B.S., etc.)",no,511.0,,"Bachelor's degree (B.A., B.S., etc.)",no,511.0,109.0,no,511.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,511.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
19591,Public school,A mixture of boys and girls,A-,A-,Not offered at my high school,Not offered at my high school,,,,13200.0,21300.0,43500.0,44900.0,43100.0,Yes,,403.0,,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,,no,403.0,,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
83536,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,303.0,21100.0,29200.0,45200.0,42200.0,45100.0,Yes,yes,300.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,306.0,,"Bachelor's degree (B.A., B.S., etc.)",no,306.0,,yes,306.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
66682,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,305.0,501.0,13200.0,43100.0,43900.0,54200.0,54200.0,No,no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,
88337,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),109.0,134.0,11300.0,43100.0,17300.0,42200.0,12200.0,Yes,no,109.0,134.0,J.D. (Law),no,,,,,,,,,,,,,,,,,,,,
67608,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,13200.0,43100.0,53200.0,13200.0,44200.0,No,no,503.0,129.0,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,129.0,yes,503.0,129.0,"M.D., D.O., D.D.S., or D.V.M.",yes,503.0,129.0,"M.D., D.O., D.D.S., or D.V.M.",no,yes,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no
19735,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",303.0,300.0,21100.0,43400.0,13200.0,21200.0,21100.0,No,yes,200.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,200.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,200.0,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
42513,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",109.0,116.0,21200.0,21200.0,16100.0,43100.0,45100.0,No,no,,,,,,,,,,,,,,,,,,,,,,,,
64595,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",128.0,116.0,45200.0,21100.0,43400.0,41200.0,41200.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
85134,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,,,,11300.0,11300.0,49999.0,45100.0,45100.0,No,,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,,,,,
51952,Public magnet school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,400.0,13200.0,13200.0,16900.0,45100.0,43100.0,Yes,no,,,,,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,,,,,,,,,,,,,,,,
28837,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,Ph.D or Ed.D.,400.0,400.0,13200.0,13200.0,13200.0,43100.0,21100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
46266,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,1-2,"Bachelor's degree (B.A., B.S., etc.)",309.0,303.0,45100.0,43700.0,22100.0,43100.0,43500.0,Yes,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,303.0,,yes,,,,,,,,,,,,,
61289,Public school,Same sex- male,A-,A-,5 or more,5 or more,J.D. (Law),128.0,139.0,45100.0,45100.0,43100.0,45100.0,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
18743,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,43900.0,13200.0,44900.0,16900.0,45100.0,Yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
13647,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,45100.0,,,No,,125.0,109.0,J.D. (Law),no,,,,,,,,,,,,,,,,,125.0,,"Bachelor's degree (B.A., B.S., etc.)",no
59207,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",302.0,107.0,13200.0,21100.0,44200.0,43500.0,,Yes,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",yes
48946,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,Ph.D or Ed.D.,508.0,300.0,45100.0,45100.0,45100.0,21100.0,45100.0,Yes,yes,508.0,506.0,Ph.D or Ed.D.,no,508.0,506.0,Ph.D or Ed.D.,no,508.0,,no,,,,,,,,,,,,,
86083,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,,,,13200.0,45100.0,43100.0,,,Yes,,130.0,,"Bachelor's degree (B.A., B.S., etc.)",no,130.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,130.0,109.0,no,130.0,,J.D. (Law),no,109.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
96613,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,501.0,13200.0,13200.0,45100.0,41200.0,43100.0,Yes,no,403.0,501.0,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,501.0,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,501.0,no,,,,,,,,,,,,,
49014,Public charter school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,43100.0,45100.0,45100.0,43500.0,46300.0,No,,510.0,503.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,,,,
50766,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,309.0,13200.0,13200.0,13200.0,45100.0,43100.0,Yes,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
71089,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",305.0,111.0,21200.0,43100.0,44200.0,43500.0,42900.0,Yes,no,305.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,111.0,no,305.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,111.0,305.0,"Bachelor's degree (B.A., B.S., etc.)",no
80980,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,400.0,43100.0,45100.0,12200.0,11300.0,11300.0,Yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,309.0,,no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
29115,Public school,A mixture of boys and girls,A-,A-,3-4,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,310.0,13200.0,13200.0,43100.0,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,
98462,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",506.0,,11100.0,25100.0,45100.0,45100.0,42200.0,Yes,no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,,no,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,yes,501.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
94455,Public school,A mixture of boys and girls,A-,A-,3-4,3-4,Ph.D or Ed.D.,,,13200.0,43500.0,45100.0,45100.0,42200.0,Yes,no,,,,,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,
11148,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,Ph.D or Ed.D.,119.0,,21100.0,43500.0,45100.0,45100.0,45100.0,Yes,yes,110.0,116.0,Ph.D or Ed.D.,no,116.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,
88384,Public school,A mixture of boys and girls,B+,B+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",401.0,515.0,13200.0,43500.0,45200.0,,,Yes,yes,401.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,,,,,
60904,Private independent college-prep school,Same sex- female,A-,A-,5 or more,5 or more,,,,43100.0,43500.0,11300.0,41900.0,11300.0,Yes,,103.0,137.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
64302,Private religious/parochial school,Same sex- male,A or A+,A or A+,Not offered at my high school,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,25200.0,25200.0,21100.0,44200.0,25300.0,Yes,no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no
51882,Private religious/parochial school,A mixture of boys and girls,B+,B+,5 or more,5 or more,,,,11200.0,45200.0,25200.0,12900.0,,Yes,,134.0,116.0,J.D. (Law),yes,,,,,,,,,,,,,,,,,,,,
54200,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,13200.0,45100.0,,Yes,,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
22688,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,305.0,507.0,11300.0,43100.0,21100.0,45100.0,45100.0,No,yes,305.0,507.0,Ph.D or Ed.D.,no,306.0,504.0,Ph.D or Ed.D.,no,306.0,504.0,no,306.0,504.0,Ph.D or Ed.D.,no,306.0,504.0,Ph.D or Ed.D.,no,no,,,,
38815,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,109.0,13200.0,43800.0,16100.0,13200.0,45100.0,Yes,no,305.0,304.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,304.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,305.0,,no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
34525,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,,13200.0,13200.0,43100.0,,,Yes,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,302.0,,Ph.D or Ed.D.,no,no,,,,
68404,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,13200.0,45100.0,43100.0,43700.0,Yes,,406.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,406.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,406.0,131.0,no,406.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,no,,,,
71836,Private religious/parochial school,Same sex- male,A-,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",304.0,303.0,16200.0,45100.0,44300.0,13200.0,41200.0,No,no,304.0,305.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
12748,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,21100.0,13200.0,49999.0,13200.0,45100.0,No,yes,,,,,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,
33445,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,,,,11300.0,45200.0,43800.0,61200.0,25200.0,No,,403.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
83078,Public magnet school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,11300.0,43100.0,43600.0,45100.0,43500.0,No,yes,,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,,,,,
72160,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,514.0,13200.0,41200.0,45100.0,45100.0,41900.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
55569,Private independent college-prep school,A mixture of boys and girls,A-,A-,3-4,3-4,,,,43100.0,45100.0,45100.0,43900.0,45100.0,Yes,,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,
72885,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,,43400.0,45100.0,43100.0,43500.0,,Yes,no,305.0,304.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,305.0,,no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
47006,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",110.0,406.0,43900.0,21100.0,21100.0,21300.0,25200.0,Yes,no,110.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
36574,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),116.0,137.0,45200.0,45200.0,44200.0,43400.0,41100.0,Yes,yes,116.0,107.0,J.D. (Law),no,116.0,,J.D. (Law),no,,,,116.0,,J.D. (Law),no,116.0,,J.D. (Law),no,,,,,
71193,Public school,A mixture of boys and girls,B+,B+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",109.0,,45100.0,49999.0,11300.0,62100.0,63900.0,No,no,125.0,109.0,J.D. (Law),no,,,,,109.0,135.0,no,109.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,109.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,109.0,,"Bachelor's degree (B.A., B.S., etc.)",no
44070,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,1-2,,,,45200.0,,,,,Yes,,401.0,100.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,401.0,403.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,402.0,,"Bachelor's degree (B.A., B.S., etc.)",no,402.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
