egoid,majorevent_7,Dieting_7,BAIsum_7,BAIgroup_7,yourelig_7,SelfEsteem_7,usetobacco_7,usebeer_7,usewine_7,usedrugs_7,usedrugs_prescr_7,usecaffine_7,exercisealone_7,exerciseothers_7,clubsports_7,swimming_7
33785,no,No,32.0,moderate,Catholic,22.0,Three times a week or more,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,Three times a week or more,Not at all,Not at all,Not at all
44310,no,No,1.0,low,Catholic,44.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,Not at all
33009,no,No,0.0,low,Catholic,34.0,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Less than 1-2 times a month,1-2 times a week,1-2 times a week
31294,no,No,6.0,low,Catholic,34.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all
65143,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
91726,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
59355,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
96184,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
92339,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
70005,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
64157,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
68050,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
46151,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
79395,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
59863,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
63419,no,No,3.0,low,Catholic,46.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a week,1-2 times a week,Not at all
22913,no,No,0.0,low,Catholic,40.0,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,Not at all,Not at all
91313,no,No,10.0,low,Catholic,35.555557,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month
14511,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
73962,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
48969,no,No,10.0,low,Catholic,36.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all
22093,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
32919,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
10153,no,No,2.0,low,Catholic,45.0,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,Three times a week or more,Three times a week or more,Three times a week or more
79731,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
63611,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
64296,no,No,1.0,low,Catholic,40.0,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a week,Not at all,1-2 times a week
23487,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
17569,no,No,1.0,low,Catholic,45.0,1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a month,Less than 1-2 times a month,Three times a week or more,1-2 times a week,Less than 1-2 times a month
77036,yes,No,1.0,low,Catholic,42.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Not at all,1-2 times a week,Not at all,1-2 times a month,Not at all
53518,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
92340,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
37485,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
33953,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
53333,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
82986,no,No,1.0,low,Catholic,49.0,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all,1-2 times a month,1-2 times a week,1-2 times a week,1-2 times a month,Not at all
61772,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
47280,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
70566,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
82964,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
11402,no,No,19.0,low,No Religion,39.0,1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,Not at all,Not at all
38610,no,No,13.0,low,Catholic,50.0,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a month,1-2 times a week,1-2 times a week,Not at all
96610,no,No,0.0,low,Catholic,50.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all,Not at all
77711,no,No,2.0,low,Protestant,21.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,1-2 times a month,1-2 times a week,1-2 times a week,Not at all
48505,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
78667,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
17020,no,No,3.0,low,Catholic,36.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,1-2 times a week,1-2 times a month,Less than 1-2 times a month
48676,yes,No,5.0,low,Catholic,38.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Not at all,Not at all,Not at all,Not at all
29885,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
32976,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
79167,no,No,0.0,low,Catholic,50.0,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Less than 1-2 times a month,Three times a week or more,1-2 times a week,Not at all,Less than 1-2 times a month
65061,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
43710,no,No,3.0,low,Catholic,43.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Three times a week or more,Less than 1-2 times a month,Three times a week or more
61389,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
22455,no,No,2.0,low,Protestant,50.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Not at all,Less than 1-2 times a month,Not at all
82819,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
67771,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
57443,yes,No,9.0,low,Catholic,40.0,Not at all,1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a month,1-2 times a week,Not at all,Not at all
96469,no,No,0.0,low,Catholic,37.0,Not at all,Not at all,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
94579,no,Yes,0.0,low,Catholic,37.0,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a month,1-2 times a month
29257,yes,No,0.0,low,Catholic,41.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a month,1-2 times a month,Not at all
23518,yes,No,1.0,low,Catholic,36.0,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all
80484,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49539,no,No,0.0,low,Catholic,50.0,Not at all,1-2 times a month,Not at all,Not at all,Not at all,Three times a week or more,Not at all,Not at all,Not at all,Not at all
63904,no,No,7.0,low,Other Religion,28.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
82490,no,No,0.0,low,Catholic,35.0,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a month,Less than 1-2 times a month,1-2 times a month,Less than 1-2 times a month
20335,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
35031,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
88185,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
35344,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
31175,yes,No,12.0,low,Catholic,33.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Not at all,1-2 times a month,Not at all
41167,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
98325,yes,Yes,7.0,low,Catholic,40.0,Not at all,1-2 times a month,Three times a week or more,Less than 1-2 times a month,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a week,Not at all
36963,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
50666,no,Yes,1.0,low,Catholic,36.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,Not at all,Not at all
98624,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
42617,no,No,2.0,low,Catholic,47.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week,Three times a week or more,Not at all,Not at all,Not at all
58793,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
25125,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
25548,no,No,0.0,low,Catholic,39.0,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,1-2 times a month,Not at all
25966,no,No,35.0,moderate,No Religion,36.0,1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,Not at all,Not at all
95444,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
96689,yes,No,5.0,low,Catholic,36.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,Not at all,Less than 1-2 times a month,Not at all,Not at all
22587,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
43581,no,No,48.0,severe,Catholic,23.0,Not at all,1-2 times a week,Three times a week or more,Less than 1-2 times a month,Not at all,1-2 times a week,Not at all,Not at all,Not at all,Not at all
75578,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
43507,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
91551,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
30676,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
19030,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
33657,no,No,0.0,low,No Religion,43.0,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,Not at all,1-2 times a month,Not at all,Not at all
76521,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
52848,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
40231,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
65656,yes,No,0.0,low,Catholic,23.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,Not at all,Not at all
30610,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
36117,no,No,1.0,low,Catholic,42.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
82587,no,No,6.0,low,Protestant,32.0,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,Three times a week or more,Not at all,Not at all
14690,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
40569,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
97021,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
26320,yes,Yes,8.0,low,Catholic,38.0,Not at all,Not at all,1-2 times a week,Not at all,Not at all,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,Not at all
77532,yes,No,7.0,low,Protestant,39.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,Less than 1-2 times a month,Not at all
92515,no,No,7.0,low,No Religion,32.0,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a week,Not at all
97844,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
81647,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
33127,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
45958,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49790,no,No,10.0,low,Catholic,38.0,Not at all,Less than 1-2 times a month,Three times a week or more,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,Not at all,Not at all
74251,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
28326,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
20507,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
71592,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
15181,no,No,3.0,low,Catholic,39.0,Not at all,1-2 times a month,Not at all,Not at all,Not at all,1-2 times a month,Three times a week or more,Less than 1-2 times a month,1-2 times a month,Not at all
70209,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
78657,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
21887,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
48154,no,No,1.0,low,Other Religion,49.0,Not at all,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
92953,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
90192,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
51495,no,No,14.0,low,Catholic,40.0,Not at all,Three times a week or more,1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,1-2 times a month,1-2 times a month,Not at all
34344,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
21793,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
37218,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
17932,no,No,4.0,low,Catholic,37.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Not at all,Not at all
95026,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66800,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
73693,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
80429,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
75149,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
61659,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
81420,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
33740,no,Yes,26.0,moderate,No Religion,30.0,1-2 times a week,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
37979,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
87192,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
67709,no,No,13.0,low,No Religion,34.0,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
36552,yes,Yes,13.0,low,Catholic,33.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all
14301,no,No,26.0,moderate,Catholic,34.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a month,Not at all,Not at all,Not at all
36384,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
63138,no,No,1.0,low,Other Religion,46.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week,Less than 1-2 times a month,1-2 times a month,1-2 times a month,Not at all
51298,no,No,1.0,low,Catholic,40.0,Less than 1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a week,Not at all
74632,no,No,10.0,low,Protestant,36.0,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all
16654,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
54394,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
84768,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
29134,yes,No,5.0,low,Catholic,35.0,Less than 1-2 times a month,1-2 times a month,1-2 times a week,Less than 1-2 times a month,Less than 1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a month,Not at all
24029,no,Yes,0.0,low,Other Religion,39.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a month,1-2 times a month,Less than 1-2 times a month
35361,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
87056,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49086,no,No,0.0,low,Protestant,44.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,1-2 times a month,Not at all,Not at all,Not at all
