egoid,AcademicPeriod,CourseReferenceNumber,FinalGrade
67918,201510,20017,S
67918,201620,23821,A
67918,201720,26024,A
67918,201510,11680,A-
67918,201720,25266,A
67918,201520,30351,A
67918,201510,13328,A
67918,201810,14845,A
67918,201510,10557,A
67918,201710,15838,A
67918,201510,20016,A-
67918,201620,20188,A
67918,201810,15520,A
67918,201810,18723,A
67918,201820,22789,A
67918,201710,11923,A
67918,201720,30748,A
67918,201820,24045,A
67918,201720,25269,A
34467,201620,20997,A
34467,201620,23261,A
34467,201810,13440,A
34467,201520,27690,S
34467,201510,20418,A
34467,201810,19806,A
34467,201520,21897,A
34467,201620,24771,A
34467,201720,25719,A
34467,201510,10676,A
34467,201620,22038,S
34467,201510,11932,A
34467,201710,14530,A
34467,201520,21451,A
34467,201610,13472,A
34467,201520,23065,A
34467,201610,11354,B+
34467,201720,27076,A
34467,201610,15184,A-
34467,201600,3399,S
34467,201620,20399,A-
34467,201610,17611,A
34467,201620,20737,B
34467,201510,11490,A
34467,201520,26970,A
34467,201520,21902,A-
34467,201810,16445,A
34467,201720,23974,A
34467,201510,15733,A
34467,201520,25956,A
34467,201710,12088,A
34467,201720,24571,A
34467,201810,17334,A
34467,201710,14134,A
34467,201610,11355,A
34467,201620,23260,A
34467,201720,23371,S
34467,201820,23618,A
34467,201810,14514,S
34467,201610,14056,A
34467,201710,20191,A
34467,201510,12310,A
34467,201610,14806,A
34467,201810,17216,A
34467,201510,14225,A
34467,201520,30349,A
34467,201710,10848,A
34467,201710,10784,A
34467,201810,13398,A
34467,201710,11083,A
34467,201810,19038,A
34467,201620,25730,A
90692,201720,24811,A
90692,201620,21563,A-
90692,201620,29220,A
90692,201820,27507,A
90692,201510,14604,A
90692,201620,29157,A
90692,201610,19568,A
90692,201720,29360,A
90692,201510,14225,B+
90692,201520,22129,A-
90692,201510,12214,A-
90692,201710,12662,A
90692,201810,15578,A
90692,201720,27166,A
90692,201610,17846,A
90692,201520,26524,A
90692,201610,19449,A
90692,201710,12664,A
90692,201510,18036,A-
90692,201620,21840,A
90692,201820,24510,A
90692,201810,14776,A
90692,201620,22036,S
90692,201810,16878,A
90692,201710,21423,A
90692,201520,27279,A-
90692,201610,16309,A
90692,201720,21104,S
90692,201710,21422,A-
90692,201720,23353,A
90692,201520,30323,A
90692,201810,16976,A
90692,201520,22165,S
90692,201810,19593,A
90692,201510,15988,A
90692,201520,20118,A-
90692,201820,23742,A
90692,201520,29448,A-
90692,201610,18195,S
90692,201510,20458,A
90692,201820,30240,A
90692,201620,29154,A-
90692,201720,29358,A
90692,201710,13960,A
90692,201610,16589,A
74899,201710,14873,A-
74899,201710,11178,B+
74899,201810,10143,B-
74899,201520,30316,A
74899,201520,23067,B-
74899,201810,15142,S
74899,201720,23371,S
74899,201620,24810,A
74899,201620,20747,A
74899,201620,30395,S
74899,201620,22465,B
74899,201510,20396,A
74899,201620,20210,A-
74899,201820,29927,A
74899,201720,25018,A
74899,201610,16901,A
74899,201520,23448,B+
74899,201510,11734,A-
74899,201710,14882,B
74899,201620,23261,A-
74899,201810,18866,A
74899,201620,22016,A-
74899,201610,11930,S
74899,201610,20171,A
74899,201510,13329,B+
74899,201510,10729,A-
74899,201520,30516,A-
74899,201520,30515,A-
74899,201510,12887,B+
74899,201820,23761,A
74899,201620,23260,B+
74899,201720,20702,A
74899,201710,13767,B+
74899,201610,11087,B+
74899,201610,14806,C+
74899,201820,31288,B
74899,201810,16816,A-
74899,201510,12240,B+
74899,201610,20172,A-
74899,201810,11609,S
74899,201620,20572,C+
74899,201520,22163,S
74899,201510,11733,A-
74899,201720,20911,B+
74899,201820,27714,A
74899,201820,26402,S
74899,201720,21892,A
74899,201720,22278,B
74899,201610,13472,A
74899,201720,27911,S
74899,201520,20820,A-
74899,201710,11741,A
74899,201610,11931,B
74899,201710,14529,B
74899,201810,11214,B
74899,201610,11206,B+
81807,201620,24054,B+
81807,201820,20861,C
81807,201620,20451,A
81807,201710,14406,A-
81807,201510,11794,S
81807,201810,11112,B+
81807,201510,10697,A
81807,201810,11113,B+
81807,201810,16109,A-
81807,201510,20668,A
81807,201510,10558,A-
81807,201520,29030,A-
81807,201820,26011,B+
81807,201820,21591,S
81807,201810,14819,A-
81807,201720,20559,B+
81807,201620,21200,S
81807,201720,20595,A
81807,201720,26791,C+
81807,201610,16361,A
81807,201520,25659,B
81807,201610,13970,A-
81807,201710,16178,B+
81807,201510,20409,A
81807,201820,24914,B+
81807,201510,11726,A
81807,201520,24163,A-
81807,201520,26443,A
81807,201520,30277,A
81807,201810,14055,B+
81807,201820,21318,B-
81807,201610,11327,B
81807,201520,20571,A-
81807,201710,18598,A
81807,201620,25737,A-
81807,201720,26792,A
81807,201610,19918,B+
81807,201510,11024,B+
81807,201710,12773,A-
81807,201620,25064,S
81807,201710,14401,A
81807,201610,13468,B
81807,201620,23259,B-
81807,201620,25206,B+
81807,201720,26747,B
35416,201810,12432,C-
35416,201810,17245,A-
35416,201510,10388,A-
35416,201620,20216,C+
35416,201510,18029,A-
35416,201820,30662,B+
35416,201710,11672,B
35416,201520,30359,A
35416,201820,24633,B
35416,201620,20188,B-
35416,201520,29127,B
35416,201720,22338,B
35416,201720,21363,C
35416,201610,10788,B-
35416,201610,12442,B
35416,201520,20571,C+
35416,201620,22034,C
35416,201710,11755,C-
35416,201510,20448,A
35416,201610,10206,B-
35416,201720,21073,C+
35416,201520,22130,B+
35416,201520,26443,A-
35416,201810,10732,B-
35416,201510,13327,B+
35416,201810,16391,B+
35416,201710,11756,B
35416,201510,15870,A
35416,201520,21343,B-
35416,201620,20649,B
35416,201720,22484,C+
35416,201610,16330,A-
35416,201710,10004,C
35416,201710,11758,C
35416,201820,27235,B+
35416,201610,13970,B
35416,201810,13899,A
35416,201820,30660,B-
35416,201620,20650,B
35416,201610,12146,B-
35416,201510,11908,A-
89710,201810,19892,B+
89710,201710,21412,B-
89710,201810,12212,D
89710,201510,15145,B+
89710,201710,12830,S
89710,201820,31014,A-
89710,201610,14885,B
89710,201510,19558,A
89710,201820,31010,A-
89710,201620,29765,B
89710,201610,19649,B
89710,201820,30123,C
89710,201810,19897,A-
89710,201510,15986,B+
89710,201710,12837,A-
89710,201520,26097,S
89710,201820,31300,C-
89710,201520,30312,A-
89710,201610,19538,A-
89710,201710,21358,A-
89710,201510,13902,A-
89710,201720,21492,B
89710,201520,23216,B
89710,201520,24098,A-
89710,201820,21796,F
89710,201720,25228,D
89710,201620,29296,C
89710,201810,14814,C
89710,201620,27057,C+
89710,201720,29519,B+
89710,201720,26013,A-
89710,201710,21351,B-
89710,201520,25822,A-
89710,201620,22494,A-
89710,201520,25670,A
89710,201720,30655,B+
89710,201810,14025,U
89710,201710,11888,A
89710,201620,30275,C+
89710,201610,17135,A-
89710,201510,15154,A
89710,201510,20403,A
89710,201620,24965,S
89710,201520,29038,A-
89710,201610,14941,A-
89710,201810,16594,D
57359,201710,13155,S
57359,201820,21815,A
57359,201620,27093,A
57359,201520,27836,A
57359,201820,25105,A
57359,201510,20468,A
57359,201610,10576,A
57359,201820,30488,A-
57359,201620,26327,A
57359,201520,25198,A
57359,201620,22792,A
57359,201610,20514,A
57359,201610,11579,A
57359,201510,12052,A-
57359,201710,15599,A
57359,201610,11576,A
57359,201510,13327,A
57359,201510,10676,A
57359,201620,21587,A
57359,201820,30681,A
57359,201810,13831,A
57359,201710,15776,A
57359,201520,23065,A
57359,201810,10782,A
57359,201710,12809,A
57359,201720,23937,A
57359,201810,15797,A
57359,201720,29756,A
57359,201510,14778,A
57359,201610,13471,A
57359,201720,29561,A
57359,201820,25370,A
57359,201810,16445,A
57359,201510,12087,A
57359,201610,12191,S
57359,201820,26402,S
57359,201620,21334,A
57359,201620,23260,A
57359,201620,30396,S
57359,201620,23265,A
57359,201610,11431,A
57359,201520,21900,A
57359,201720,22278,A
57359,201510,12893,B+
57359,201720,25662,A
57359,201520,30352,A
57359,201520,22794,A
57359,201720,21104,S
57359,201520,21897,A
57359,201610,13473,A
57359,201810,11609,S
57359,201710,21361,A
57359,201720,24826,A
57359,201720,23371,S
17308,201620,20138,A
17308,201810,11261,A
17308,201510,12802,A
17308,201620,25467,A
17308,201610,12511,A-
17308,201520,25841,A-
17308,201820,22574,A
17308,201620,29831,A-
17308,201820,20138,A
17308,201510,15168,A
17308,201820,30117,A-
17308,201720,29752,B
17308,201710,20015,A
17308,201520,30262,A
17308,201520,23065,A
17308,201720,20077,A
17308,201510,15735,A-
17308,201720,29763,A
17308,201520,25835,A
17308,201620,23260,A-
17308,201720,20938,B+
17308,201520,21897,B-
17308,201510,11256,A
17308,201620,21334,B+
17308,201520,21898,A-
17308,201810,15926,B+
17308,201810,15829,A-
17308,201810,13097,B+
17308,201820,28085,B+
17308,201720,20082,B+
17308,201810,14514,S
17308,201610,10371,A
17308,201720,21950,A
17308,201620,23265,A
17308,201510,14225,B+
17308,201510,20472,A
17308,201820,23415,A
17308,201710,20014,A-
17308,201710,20062,A
17308,201620,22793,A
17308,201610,13471,B-
17308,201610,11579,A-
17308,201720,23063,A
17308,201510,10676,B+
17308,201520,25187,A
17308,201710,19789,A-
17308,201820,23083,S
17308,201710,14530,A
17308,201820,30912,A
17308,201710,11083,A-
17308,201610,13476,A
17308,201610,11343,A-
17308,201810,20028,B
37371,201520,30273,A
37371,201720,28048,A
37371,201820,24166,A-
37371,201610,11866,A-
37371,201720,30229,A
37371,201610,15184,B+
37371,201510,12212,B
37371,201510,17707,A
37371,201810,17551,A
37371,201720,29496,A
37371,201520,20445,A
37371,201820,21780,S
37371,201710,20104,A
37371,201620,20138,A-
37371,201610,12163,B+
37371,201820,26198,A
37371,201510,13328,B
37371,201710,20109,A
37371,201720,22674,A
37371,201820,30056,A
37371,201620,22038,S
37371,201610,17152,B
37371,201710,12908,A-
37371,201810,14594,S
37371,201510,15244,A
37371,201820,23690,A-
37371,201810,15695,B
37371,201620,24807,B
37371,201620,21108,S
37371,201720,21912,S
37371,201810,18859,A
37371,201620,29975,B+
37371,201520,29034,B-
37371,201520,25669,B
37371,201810,19404,A
37371,201710,20405,S
37371,201620,24771,A-
37371,201520,21732,A-
37371,201710,13784,A-
37371,201810,18858,A
37371,201720,24013,A
37371,201710,17492,A-
37371,201620,21599,A
37371,201510,18028,B+
37371,201720,30236,A
37371,201510,20465,A
37371,201610,11148,A
37371,201520,20133,B-
72348,201610,17867,A
72348,201620,27252,A
72348,201720,30260,A
72348,201810,14785,A-
72348,201820,30912,A
72348,201610,14277,A
72348,201520,23066,B+
72348,201610,10073,A-
72348,201520,29983,A-
72348,201810,16878,A
72348,201720,27076,A
72348,201820,24476,B+
72348,201620,24325,A
72348,201710,11615,A
72348,201820,23645,A
72348,201620,20572,B
72348,201810,14729,A
72348,201620,22459,A
72348,201710,11369,A
72348,201620,26393,A-
72348,201710,14108,A
72348,201510,18223,A
72348,201610,12505,A
72348,201720,24001,A
72348,201820,29974,P
72348,201720,31028,A
72348,201820,31841,A-
72348,201720,29968,A-
72348,201520,29030,A-
72348,201510,13329,B+
72348,201810,13414,A
72348,201710,20622,A
72348,201820,30099,A
72348,201620,23310,A
72348,201610,17865,A
72348,201510,11680,A
72348,201710,21070,A
72348,201510,13877,A
72348,201710,12088,A
72348,201520,23677,A
72348,201620,21837,A
72348,201510,20426,A
72348,201520,20184,B+
72348,201510,12212,A
72348,201810,14154,B
72348,201610,11087,A
72348,201520,30268,A
72348,201710,11677,A-
89607,201510,12211,B+
89607,201510,11175,B
89607,201800,3677,B
89607,201510,13328,B-
89607,201810,16486,C
89607,201720,23739,F
89607,201810,20159,S
89607,201810,14271,B
89607,201710,19698,B
89607,201720,21552,B+
89607,201510,12174,B+
89607,201520,29031,C+
89607,201620,29096,D
89607,201610,10207,C
89607,201810,12550,S
89607,201620,29419,B-
89607,201520,26449,B
89607,201810,15686,B
89607,201720,22346,A
89607,201720,24026,A
89607,201810,12851,A-
89607,201800,3681,A-
89607,201710,19938,F
89607,201710,16437,C+
89607,201620,21204,B
89607,201510,20427,A
89607,201520,23677,C+
89607,201710,15963,B-
89607,201610,20011,B-
89607,201820,28207,C
89607,201510,18031,B+
89607,201610,20560,B-
89607,201610,14407,U
89607,201820,26412,S
89607,201820,26179,C-
89607,201720,27124,A-
89607,201520,30351,A
89607,201620,27000,B-
89607,201820,30328,B
89607,201520,20517,B
89607,201610,14280,C
89607,201910,14486,
89607,201710,19700,B
89607,201520,20859,C-
89607,201820,27507,B+
89607,201710,16438,S
28820,201520,22130,C-
28820,201520,30331,A-
28820,201520,21765,D
28820,201810,11675,C+
28820,201810,11673,B
28820,201720,20197,C
28820,201720,30336,A
28820,201620,20649,B
28820,201510,12384,C
28820,201820,30661,A-
28820,201610,12442,C-
28820,201620,29844,B
28820,201810,19476,B
28820,201710,10755,A-
28820,201510,15997,B-
28820,201720,21073,B
28820,201610,10788,F
28820,201620,21070,C
28820,201620,20253,B-
28820,201720,20172,B+
28820,201610,14280,D
28820,201510,21144,B
28820,201710,11755,C
28820,201610,13122,A-
28820,201810,14514,S
28820,201720,30760,A
28820,201520,23840,C-
28820,201820,30662,A-
28820,201910,19674,
28820,201720,22338,C-
28820,201810,12432,C+
28820,201520,23674,B-
28820,201610,10206,B-
28820,201820,27239,A
28820,201520,29117,B+
28820,201510,18033,B+
28820,201710,10019,A-
28820,201820,20944,A-
28820,201510,13328,C-
28820,201710,10007,A
28820,201910,14465,
28820,201810,18872,B+
28820,201620,29096,C+
28820,201510,14078,B
28820,201710,17118,A
28820,201720,30616,A-
28820,201820,21287,B+
73452,201520,22158,C-
73452,201720,20111,A
73452,201610,13472,A-
73452,201520,30333,A
73452,201510,11489,B-
73452,201600,3695,B+
73452,201810,18715,B+
73452,201510,18030,A-
73452,201820,23670,B+
73452,201710,11169,C
73452,201720,26792,A
73452,201610,10662,B-
73452,201810,11039,A-
73452,201710,12910,A
73452,201620,22467,A-
73452,201610,12506,B+
73452,201510,11909,B+
73452,201720,26791,B
73452,201720,23371,S
73452,201620,21782,C+
73452,201620,21151,S
73452,201620,25206,B
73452,201610,13471,C+
73452,201520,26440,A-
73452,201810,16105,B
73452,201620,20451,B
73452,201720,21424,A
73452,201820,21318,B-
73452,201810,15174,A
73452,201610,16361,B-
73452,201610,11087,B
73452,201710,14630,B+
73452,201510,20398,A
73452,201610,13970,B+
73452,201710,21184,A
73452,201520,25659,C+
73452,201820,26099,A-
73452,201820,31624,A
73452,201710,18258,A
73452,201620,25737,C+
73452,201710,10593,A
73452,201600,3698,B+
73452,201720,20559,A-
73452,201720,20862,A
73452,201810,16108,A-
73452,201620,22080,C+
73452,201710,14882,B
73452,201520,23065,B
73452,201510,13329,B
73452,201720,27724,A-
73452,201510,11726,B+
73452,201810,14819,A-
51475,201520,23067,B+
51475,201510,12204,A
51475,201720,29561,B
51475,201510,13327,B
51475,201710,11394,S
51475,201710,14529,A
51475,201520,21538,A
51475,201520,26872,A
51475,201620,22466,A
51475,201720,23937,A
51475,201610,13473,A
51475,201510,10025,B+
51475,201820,27729,A
51475,201810,16263,A
51475,201520,30295,A
51475,201620,23262,A
51475,201620,20572,A
51475,201720,23371,S
51475,201820,23711,A-
51475,201710,11083,A
51475,201610,11147,A
51475,201810,15112,A
51475,201710,18070,A
51475,201620,21616,A
51475,201610,11087,A
51475,201520,26045,A
51475,201620,23460,A-
51475,201720,26942,A-
51475,201810,13773,A
51475,201610,14806,A
51475,201510,11024,A-
51475,201620,23818,A
51475,201610,20144,A
51475,201510,20420,A
51475,201520,21686,B+
51475,201610,11344,A-
51475,201710,19738,A
51475,201820,30258,A
51475,201720,26997,A
51475,201710,20020,A
51475,201720,29756,A
51475,201820,25009,S
51475,201710,20013,A-
51475,201810,19925,A
51475,201510,12551,A
51475,201620,21841,A
51475,201820,26063,A
51475,201810,19819,A-
13486,201810,15848,A
13486,201510,11729,B
13486,201820,27209,A-
13486,201710,19631,A
13486,201620,20937,B+
13486,201700,3808,A
13486,201710,20036,A-
13486,201710,20512,B+
13486,201620,20361,B
13486,201720,29650,B+
13486,201820,21419,P
13486,201820,27399,B+
13486,201720,29394,A-
13486,201510,15473,B+
13486,201520,28941,A-
13486,201510,17427,B+
13486,201810,19624,A-
13486,201610,13511,B-
13486,201620,23278,A-
13486,201700,3671,A-
13486,201810,15119,P
13486,201600,3399,S
13486,201720,29632,A
13486,201710,16283,A-
13486,201810,16193,B+
13486,201710,19654,A
13486,201710,19680,B+
13486,201520,30341,A
13486,201720,26973,A
13486,201520,30484,B+
13486,201710,19627,A
13486,201510,12888,C
13486,201820,27392,B-
13486,201720,29622,A-
13486,201610,11315,A-
13486,201610,19704,A
13486,201520,24595,A-
13486,201520,25241,B
13486,201510,12635,A
13486,201710,20542,S
13486,201510,20477,A
13486,201610,15324,A-
13486,201520,27690,S
13486,201620,26688,B-
13486,201820,27189,B+
13486,201810,19947,S
13486,201720,29643,A
13486,201620,22518,B-
13486,201610,19747,B
13486,201810,19081,B
13486,201720,29636,A-
13486,201720,30653,A-
13486,201520,26064,A
13486,201620,22900,B+
13486,201810,16179,B+
29718,201620,26998,A-
29718,201510,14225,B-
29718,201720,22162,A
29718,201600,3399,S
29718,201810,13443,A
29718,201720,26712,A
29718,201720,28304,A-
29718,201620,20029,A-
29718,201510,11490,A-
29718,201520,29945,A
29718,201720,23189,A
29718,201820,23626,A
29718,201820,31750,A
29718,201510,20460,A
29718,201610,11432,A
29718,201710,16329,A
29718,201810,13770,A
29718,201820,25368,A
29718,201610,14933,A
29718,201710,10148,A-
29718,201820,20844,A
29718,201710,16424,A
29718,201620,25525,A
29718,201810,13060,A
29718,201610,11742,A
29718,201620,25312,A
29718,201710,14140,A
29718,201810,13446,A
29718,201810,14880,A
29718,201710,15939,A
29718,201520,23214,B+
29718,201520,27690,S
29718,201520,23831,A-
29718,201720,26473,A
29718,201520,25243,A
29718,201510,19843,B
29718,201520,30270,A
29718,201620,21835,A-
29718,201520,20517,A-
29718,201510,19554,A-
29718,201810,16303,A-
29718,201820,23647,A
29718,201610,11653,S
29718,201510,10095,A-
29718,201620,25467,A
29718,201610,20007,A
60493,201810,10818,A
60493,201620,23460,B
60493,201610,11087,B
60493,201720,29561,B
60493,201510,20417,A
60493,201820,20861,A-
60493,201520,23676,C+
60493,201510,12369,B-
60493,201620,22465,A-
60493,201720,25719,A-
60493,201520,23066,B-
60493,201810,15234,A
60493,201710,18587,S
60493,201720,26942,A-
60493,201820,25112,A
60493,201720,29763,A
60493,201620,27021,B+
60493,201620,29774,B
60493,201810,11576,A-
60493,201510,15986,B+
60493,201610,11789,B
60493,201710,21007,A
60493,201520,21566,B
60493,201510,11490,C-
60493,201610,13471,B-
60493,201710,11770,A-
60493,201620,20832,S
60493,201400,3929,S
60493,201810,10539,A
60493,201820,30983,A
60493,201620,20572,B-
60493,201510,14078,C+
60493,201610,12507,A-
60493,201620,23261,A
60493,201720,31028,A
60493,201810,10758,A-
60493,201720,26203,A
60493,201820,25723,A
60493,201810,16469,A
60493,201710,21307,A
60493,201810,15948,A
60493,201520,30282,A
60493,201610,17609,B+
60493,201610,13472,A
60493,201820,27729,A
60493,201520,21729,A
60493,201510,11024,B
60493,201710,13147,B+
60493,201610,14056,B
60493,201820,23410,A
60493,201720,30231,A-
60493,201810,14729,A
60493,201710,14653,S
47142,201720,28217,A-
47142,201710,12438,A-
47142,201720,31397,C
47142,201810,16594,A
47142,201610,17135,A
47142,201710,19779,A
47142,201710,20191,A
47142,201820,30871,A-
47142,201720,28218,A
47142,201510,10392,A
47142,201810,18912,A-
47142,201510,11771,B+
47142,201710,19823,S
47142,201510,20422,A
47142,201520,22797,S
47142,201820,28127,A
47142,201620,21575,B+
47142,201810,17203,A-
47142,201810,16528,B+
47142,201520,25241,A
47142,201520,26064,A
47142,201620,21566,A-
47142,201610,14810,B
47142,201620,29308,A
47142,201520,21337,A-
47142,201610,16528,S
47142,201510,11377,A
47142,201710,16330,A
47142,201510,11394,A
47142,201510,11241,B+
47142,201710,11761,A
47142,201520,23831,B+
47142,201820,31010,A
47142,201610,16987,B+
47142,201720,31403,C+
47142,201820,22137,A
47142,201620,25314,A
47142,201810,20110,A
47142,201610,11865,A-
47142,201520,21064,A
47142,201620,24809,A-
